order_id,customer_id,customer_name,segment,category,sub_category,region,market,ship_mode,order_priority,quantity,sales,profit,discount,order_date,state
CA-2014-100173,AA-10315,Alex Avila,Corporate,Furniture,Chairs,South,LATAM,Second Class,Medium,10,2656.00,-600.89,0.20,2015-02-11,Florida
CA-2016-100174,SO-20335,Sean O'Donnell,Consumer,Technology,Accessories,East,US,Same Day,Critical,2,411.22,-57.88,0.30,2014-02-27,Illinois
CA-2014-100175,LC-16885,Lena Creighton,Home Office,Furniture,Bookcases,Central,US,Second Class,High,4,438.60,-149.53,0.45,2014-02-17,California
CA-2014-100176,HP-14815,Harold Pawlan,Home Office,Technology,Copiers,East,LATAM,First Class,Critical,13,5346.12,554.76,0.30,2014-11-03,Texas
CA-2016-100177,SO-20335,Sean O'Donnell,Home Office,Technology,Machines,South,APAC,Standard Class,High,1,53.35,13.08,0.10,2014-12-15,Ohio
CA-2016-100178,MA-17560,Matt Abelman,Corporate,Furniture,Furnishings,West,APAC,Second Class,Low,9,4237.83,-1607.28,0.30,2015-08-23,New York
CA-2015-100179,AG-10270,Alejandro Grove,Consumer,Furniture,Tables,West,US,First Class,Critical,12,4716.36,852.60,0.10,2014-11-21,Illinois
CA-2015-100180,AG-10270,Alejandro Grove,Consumer,Furniture,Chairs,West,US,First Class,Low,2,195.52,-26.97,0.30,2015-06-09,North Carolina
CA-2016-100181,RA-19885,Ruben Ausman,Consumer,Office Supplies,Paper,East,LATAM,Second Class,Medium,1,149.46,0.97,0.30,2016-01-13,Florida
CA-2015-100182,ZD-21925,Zuschuss Donatelli,Consumer,Office Supplies,Storage,Central,APAC,Second Class,Critical,3,108.96,-34.94,0.30,2014-11-03,North Carolina
CA-2016-100183,RA-19885,Ruben Ausman,Corporate,Furniture,Tables,Central,LATAM,First Class,Critical,2,144.14,60.07,0.00,2014-12-07,North Carolina
CA-2015-100184,AA-10315,Alex Avila,Corporate,Office Supplies,Labels,Central,LATAM,Second Class,High,10,4739.00,53.82,0.10,2014-07-01,Pennsylvania
CA-2014-100185,AG-10270,Alejandro Grove,Home Office,Office Supplies,Labels,West,LATAM,Second Class,Critical,2,932.74,79.23,0.10,2015-07-13,Florida
CA-2016-100186,SO-20335,Sean O'Donnell,Corporate,Office Supplies,Storage,South,US,Same Day,Critical,3,955.50,-129.72,0.10,2014-06-07,North Carolina
CA-2016-100187,EB-13870,Emily Burns,Home Office,Technology,Phones,West,US,Second Class,High,9,208.80,11.71,0.20,2016-04-11,Texas
CA-2015-100188,CV-12805,Cynthia Voltz,Consumer,Technology,Accessories,West,US,First Class,Medium,10,4918.90,631.72,0.30,2014-12-06,Virginia
CA-2016-100189,GH-14410,Gary Hansen,Home Office,Technology,Copiers,East,APAC,Standard Class,Critical,8,1521.52,3.08,0.30,2015-08-26,New York
CA-2015-100190,ZD-21925,Zuschuss Donatelli,Consumer,Office Supplies,Art,South,APAC,Same Day,Low,2,833.00,-61.30,0.10,2014-12-18,Ohio
CA-2016-100191,TB-21520,Tracy Blumstein,Consumer,Office Supplies,Art,East,EU,Second Class,Medium,5,135.60,-25.13,0.00,2014-12-18,Illinois
CA-2015-100192,SN-20710,Stephanie Phelps,Corporate,Office Supplies,Storage,West,EU,Same Day,Critical,4,1599.56,-286.08,0.10,2015-11-05,Pennsylvania
CA-2016-100193,CG-12520,Claire Gute,Consumer,Technology,Copiers,Central,APAC,Second Class,Critical,4,571.12,100.10,0.00,2016-03-29,New York
CA-2015-100194,AG-10270,Alejandro Grove,Home Office,Technology,Phones,West,APAC,First Class,Critical,9,4348.17,-52.04,0.20,2015-09-18,North Carolina
CA-2015-100195,IM-15070,Irene Maddox,Consumer,Technology,Machines,East,APAC,Second Class,Critical,10,2971.30,-286.52,0.10,2014-09-02,Pennsylvania
CA-2014-100196,RA-19885,Ruben Ausman,Home Office,Furniture,Tables,East,LATAM,First Class,Medium,7,678.65,-135.23,0.45,2015-10-23,Texas
CA-2015-100197,KB-16585,Ken Black,Home Office,Office Supplies,Appliances,South,LATAM,Same Day,Critical,14,2558.08,294.17,0.00,2014-07-19,Ohio
CA-2014-100198,MA-17560,Matt Abelman,Home Office,Furniture,Bookcases,Central,EU,Same Day,Critical,10,202.80,-22.34,0.10,2014-10-09,Virginia
CA-2014-100199,GH-14410,Gary Hansen,Home Office,Furniture,Bookcases,South,EU,Same Day,Low,5,1943.40,-92.65,0.20,2016-02-14,Washington
CA-2014-100200,ZD-21925,Zuschuss Donatelli,Consumer,Furniture,Tables,Central,LATAM,Second Class,Medium,5,887.75,75.81,0.00,2014-05-01,Washington
CA-2015-100201,HP-14815,Harold Pawlan,Corporate,Furniture,Furnishings,Central,US,Second Class,Critical,9,1297.26,-701.24,0.45,2015-12-22,California
CA-2014-100202,AG-10270,Alejandro Grove,Home Office,Technology,Copiers,South,LATAM,Second Class,High,12,5204.52,-1066.62,0.10,2014-11-26,Pennsylvania
CA-2015-100203,EB-13870,Emily Burns,Home Office,Office Supplies,Art,Central,LATAM,Same Day,High,11,4381.63,271.02,0.00,2016-02-07,North Carolina
CA-2016-100204,CG-12520,Claire Gute,Corporate,Technology,Accessories,East,LATAM,Second Class,Critical,12,5834.52,890.17,0.20,2016-03-25,Florida
CA-2015-100205,KB-16585,Ken Black,Home Office,Office Supplies,Labels,West,US,Standard Class,Critical,9,2619.72,-251.30,0.45,2016-03-18,California
CA-2014-100206,BH-11710,Brosina Hoffman,Home Office,Furniture,Tables,Central,EU,First Class,Low,8,42.64,-15.71,0.30,2015-12-07,Illinois
CA-2015-100207,AG-10270,Alejandro Grove,Home Office,Furniture,Furnishings,East,LATAM,Standard Class,Low,11,4976.18,-1325.35,0.10,2015-10-03,California
CA-2014-100208,HP-14815,Harold Pawlan,Home Office,Office Supplies,Art,Central,US,Same Day,Medium,3,896.61,-186.50,0.45,2014-01-10,Ohio
CA-2015-100209,SO-20335,Sean O'Donnell,Consumer,Furniture,Tables,South,EU,Second Class,Low,2,733.46,-97.49,0.00,2015-01-12,Virginia
CA-2015-100210,LC-16885,Lena Creighton,Home Office,Furniture,Chairs,South,EU,Standard Class,Low,8,1430.72,154.88,0.10,2014-06-05,Texas
CA-2015-100211,BH-11710,Brosina Hoffman,Home Office,Technology,Phones,West,EU,First Class,Low,6,2890.86,330.14,0.20,2014-09-11,Florida
CA-2014-100212,HP-14815,Harold Pawlan,Corporate,Technology,Copiers,South,US,Second Class,Critical,12,2387.04,738.72,0.00,2016-03-23,North Carolina
CA-2016-100213,SO-20335,Sean O'Donnell,Corporate,Technology,Accessories,Central,EU,Same Day,Low,6,2803.74,-136.14,0.10,2016-05-09,California
CA-2016-100214,LC-16885,Lena Creighton,Corporate,Furniture,Bookcases,South,LATAM,Same Day,Low,5,558.95,232.88,0.00,2015-02-12,Virginia
CA-2014-100215,SN-20710,Stephanie Phelps,Home Office,Technology,Copiers,Central,LATAM,Standard Class,High,5,231.90,30.69,0.00,2014-07-28,Pennsylvania
CA-2014-100216,PK-19075,Pete Kriz,Corporate,Furniture,Chairs,East,US,Standard Class,Medium,2,925.38,87.63,0.00,2015-09-16,California
CA-2016-100217,IM-15070,Irene Maddox,Corporate,Office Supplies,Labels,West,US,First Class,Critical,9,2349.27,-684.75,0.20,2014-05-10,Florida
CA-2015-100218,GH-14410,Gary Hansen,Consumer,Furniture,Furnishings,South,EU,First Class,Medium,12,5851.80,716.82,0.00,2015-06-08,Florida
CA-2014-100219,BH-11710,Brosina Hoffman,Consumer,Technology,Accessories,West,LATAM,First Class,Critical,4,1486.76,-254.79,0.00,2016-06-02,Texas
CA-2015-100220,IM-15070,Irene Maddox,Consumer,Furniture,Tables,Central,US,Standard Class,Medium,4,657.16,62.63,0.30,2014-11-24,Washington
CA-2015-100221,GH-14410,Gary Hansen,Consumer,Furniture,Tables,South,US,First Class,Medium,2,878.22,90.27,0.20,2014-11-15,Florida
CA-2014-100222,LC-16885,Lena Creighton,Home Office,Office Supplies,Envelopes,East,EU,Standard Class,Critical,8,1498.40,222.60,0.30,2016-03-05,California
CA-2016-100223,PK-19075,Pete Kriz,Corporate,Technology,Machines,Central,US,Second Class,Medium,11,4626.49,1934.54,0.00,2014-01-02,Pennsylvania
CA-2016-100224,MA-17560,Matt Abelman,Corporate,Furniture,Chairs,Central,LATAM,Standard Class,Low,12,1722.12,686.83,0.00,2016-07-07,Virginia
CA-2014-100225,AA-10315,Alex Avila,Consumer,Technology,Phones,Central,APAC,First Class,Critical,2,595.98,49.31,0.00,2016-09-14,Illinois
CA-2016-100226,KB-16585,Ken Black,Consumer,Office Supplies,Fasteners,East,US,Second Class,Critical,4,167.88,-35.51,0.10,2016-02-28,Ohio
CA-2015-100227,KB-16585,Ken Black,Consumer,Office Supplies,Art,West,EU,First Class,Low,9,1641.15,-10.26,0.10,2015-04-20,Washington
CA-2016-100228,KB-16585,Ken Black,Corporate,Furniture,Bookcases,Central,EU,Standard Class,Critical,12,1534.44,-218.57,0.20,2014-02-20,Ohio
CA-2014-100229,SN-20710,Stephanie Phelps,Consumer,Technology,Copiers,East,LATAM,First Class,Low,2,467.42,-103.33,0.10,2014-03-05,North Carolina
CA-2014-100230,LC-16885,Lena Creighton,Consumer,Office Supplies,Art,Central,US,Standard Class,Critical,1,498.59,142.91,0.10,2015-03-31,California
CA-2015-100231,IM-15070,Irene Maddox,Consumer,Technology,Phones,Central,EU,Second Class,High,14,5090.26,-2447.58,0.30,2015-12-01,Florida
CA-2015-100232,TB-21520,Tracy Blumstein,Home Office,Furniture,Bookcases,South,US,Standard Class,High,10,3114.90,376.06,0.10,2015-05-26,Pennsylvania
CA-2016-100233,AA-10315,Alex Avila,Consumer,Office Supplies,Envelopes,South,APAC,Same Day,Critical,11,4871.90,-2377.75,0.45,2016-04-01,Illinois
CA-2014-100234,LC-16885,Lena Creighton,Corporate,Technology,Machines,West,LATAM,First Class,Medium,7,972.09,7.07,0.00,2014-08-13,Texas
CA-2014-100235,BH-11710,Brosina Hoffman,Home Office,Furniture,Chairs,South,APAC,Second Class,Medium,5,1345.90,399.24,0.00,2016-08-28,Washington
CA-2014-100236,LC-16885,Lena Creighton,Home Office,Office Supplies,Labels,East,LATAM,First Class,Medium,10,189.60,40.94,0.20,2015-08-01,Ohio
CA-2015-100237,DV-13045,Darrin Van Huff,Home Office,Furniture,Bookcases,East,EU,First Class,Medium,4,1211.28,172.23,0.00,2014-01-01,Illinois
CA-2016-100238,DV-13045,Darrin Van Huff,Corporate,Furniture,Chairs,West,APAC,Same Day,Low,10,3538.20,719.45,0.10,2016-05-16,Illinois
CA-2015-100239,ZD-21925,Zuschuss Donatelli,Home Office,Office Supplies,Binders,Central,EU,First Class,Medium,3,1102.53,16.20,0.30,2016-09-10,North Carolina
CA-2016-100240,IM-15070,Irene Maddox,Home Office,Office Supplies,Fasteners,South,US,Second Class,High,12,4149.72,-765.58,0.10,2014-01-02,North Carolina
CA-2014-100241,PK-19075,Pete Kriz,Home Office,Technology,Accessories,West,APAC,Same Day,Low,8,596.96,-27.04,0.00,2014-11-24,Florida
CA-2015-100242,HP-14815,Harold Pawlan,Corporate,Furniture,Bookcases,South,EU,Same Day,Critical,6,792.30,212.55,0.00,2014-02-19,Pennsylvania
CA-2014-100243,SF-20065,Sandra Flanagan,Consumer,Technology,Phones,South,US,Standard Class,High,2,830.52,-188.42,0.45,2015-12-05,California
CA-2016-100244,KB-16585,Ken Black,Consumer,Office Supplies,Art,Central,LATAM,Standard Class,Critical,2,348.40,-137.76,0.30,2014-03-18,Texas
CA-2016-100245,RA-19885,Ruben Ausman,Home Office,Office Supplies,Binders,Central,APAC,First Class,Medium,1,55.12,18.37,0.10,2015-02-24,New York
CA-2014-100246,DV-13045,Darrin Van Huff,Corporate,Office Supplies,Supplies,South,EU,Standard Class,Low,14,3472.28,119.93,0.00,2015-03-14,Washington
CA-2015-100247,IM-15070,Irene Maddox,Corporate,Technology,Machines,Central,US,Same Day,Medium,2,478.84,0.21,0.00,2015-02-12,Illinois
CA-2015-100248,EB-13870,Emily Burns,Home Office,Office Supplies,Binders,West,EU,Standard Class,Low,8,216.72,-42.85,0.30,2014-08-20,Illinois
CA-2016-100249,SN-20710,Stephanie Phelps,Home Office,Office Supplies,Envelopes,South,EU,Same Day,High,9,316.71,10.12,0.30,2015-03-05,New York
CA-2016-100250,EB-13870,Emily Burns,Consumer,Technology,Accessories,West,LATAM,Second Class,Medium,9,2589.75,-335.91,0.45,2015-11-25,Washington
CA-2016-100251,HP-14815,Harold Pawlan,Consumer,Furniture,Bookcases,Central,APAC,Standard Class,Low,7,306.53,-113.03,0.30,2016-04-22,Pennsylvania
CA-2014-100252,SN-20710,Stephanie Phelps,Home Office,Office Supplies,Supplies,South,US,Same Day,Medium,6,2574.18,-906.62,0.45,2016-06-13,Texas
CA-2016-100253,LC-16885,Lena Creighton,Corporate,Technology,Accessories,South,APAC,Same Day,Critical,2,567.06,176.21,0.00,2016-06-07,North Carolina
CA-2016-100254,RA-19885,Ruben Ausman,Corporate,Office Supplies,Appliances,West,LATAM,First Class,Medium,3,423.99,43.19,0.10,2015-11-29,California
CA-2015-100255,MA-17560,Matt Abelman,Home Office,Office Supplies,Labels,West,EU,Second Class,High,1,172.24,-34.08,0.20,2016-05-13,Ohio
CA-2015-100256,KB-16585,Ken Black,Home Office,Office Supplies,Paper,South,APAC,Standard Class,Medium,10,3245.50,-41.82,0.10,2016-07-24,New York
CA-2014-100257,ZD-21925,Zuschuss Donatelli,Consumer,Technology,Phones,East,US,Second Class,Low,3,1174.08,-92.09,0.45,2014-01-30,Ohio
CA-2014-100258,DV-13045,Darrin Van Huff,Home Office,Office Supplies,Envelopes,West,EU,First Class,Critical,5,936.65,-160.79,0.30,2015-10-13,North Carolina
CA-2015-100259,TB-21520,Tracy Blumstein,Home Office,Furniture,Tables,West,APAC,Standard Class,Critical,10,2779.10,-816.27,0.20,2016-07-04,California
CA-2016-100260,IM-15070,Irene Maddox,Corporate,Technology,Copiers,West,US,Same Day,Medium,14,1603.98,225.36,0.10,2014-10-03,Texas
CA-2016-100261,RA-19885,Ruben Ausman,Corporate,Furniture,Chairs,South,LATAM,First Class,Critical,5,1530.65,96.86,0.20,2015-12-28,Florida
CA-2014-100262,HP-14815,Harold Pawlan,Home Office,Office Supplies,Fasteners,Central,APAC,First Class,Low,11,2889.92,-1132.42,0.45,2014-04-15,Ohio
CA-2016-100263,SO-20335,Sean O'Donnell,Corporate,Office Supplies,Fasteners,East,EU,Second Class,Low,11,1825.34,-420.29,0.20,2015-12-30,North Carolina
CA-2015-100264,EB-13870,Emily Burns,Corporate,Technology,Machines,South,LATAM,Standard Class,Medium,11,816.97,184.64,0.00,2014-10-30,Illinois
CA-2016-100265,PK-19075,Pete Kriz,Home Office,Technology,Phones,East,APAC,Standard Class,Critical,11,2007.06,300.10,0.20,2016-05-10,Texas
CA-2016-100266,AG-10270,Alejandro Grove,Corporate,Technology,Copiers,South,APAC,First Class,High,11,4953.30,-275.08,0.00,2014-08-17,North Carolina
CA-2014-100267,ZD-21925,Zuschuss Donatelli,Corporate,Office Supplies,Art,East,US,Same Day,High,8,252.56,-68.90,0.45,2015-09-28,Pennsylvania
CA-2014-100268,DV-13045,Darrin Van Huff,Corporate,Furniture,Chairs,East,US,Same Day,High,4,698.48,-48.65,0.45,2015-04-14,Texas
CA-2016-100269,KB-16585,Ken Black,Consumer,Technology,Accessories,South,US,Second Class,Critical,1,228.77,44.56,0.10,2014-06-22,Pennsylvania
CA-2014-100270,EB-13870,Emily Burns,Corporate,Office Supplies,Storage,East,US,Standard Class,Medium,7,51.17,-26.63,0.45,2015-01-18,Washington
CA-2014-100271,SF-20065,Sandra Flanagan,Corporate,Office Supplies,Binders,Central,LATAM,First Class,Critical,2,389.72,-175.77,0.45,2014-03-08,Texas
CA-2016-100272,KB-16585,Ken Black,Consumer,Office Supplies,Labels,East,US,Second Class,Low,13,1277.51,-622.87,0.30,2014-08-18,Illinois
CA-2014-100273,CV-12805,Cynthia Voltz,Home Office,Furniture,Tables,West,US,Standard Class,Low,11,1447.82,-354.66,0.45,2015-09-01,Pennsylvania
CA-2016-100274,TB-21520,Tracy Blumstein,Consumer,Office Supplies,Art,Central,LATAM,Standard Class,High,9,1170.99,-194.89,0.10,2015-12-04,North Carolina
CA-2014-100275,RA-19885,Ruben Ausman,Corporate,Technology,Copiers,West,US,Same Day,Medium,7,2913.19,386.09,0.00,2015-09-25,North Carolina
CA-2016-100276,HP-14815,Harold Pawlan,Corporate,Office Supplies,Supplies,East,LATAM,First Class,Medium,4,728.68,-224.45,0.30,2014-02-10,California
CA-2016-100277,CG-12520,Claire Gute,Consumer,Technology,Accessories,West,APAC,Second Class,Critical,2,836.88,-337.31,0.30,2014-04-03,Florida
CA-2016-100278,AG-10270,Alejandro Grove,Corporate,Office Supplies,Appliances,South,US,Standard Class,Low,2,815.04,288.49,0.00,2015-01-04,California
CA-2016-100279,AA-10315,Alex Avila,Consumer,Technology,Copiers,Central,APAC,Second Class,Low,6,1091.88,131.91,0.30,2014-10-02,Pennsylvania
CA-2014-100280,EB-13870,Emily Burns,Consumer,Office Supplies,Fasteners,East,US,Second Class,Low,14,2743.02,54.68,0.30,2015-10-27,Pennsylvania
CA-2016-100281,LC-16885,Lena Creighton,Home Office,Office Supplies,Storage,East,LATAM,Same Day,Low,3,922.80,-2.41,0.20,2016-06-02,Pennsylvania
CA-2016-100282,TB-21520,Tracy Blumstein,Home Office,Furniture,Bookcases,East,APAC,Standard Class,Critical,5,1646.05,424.63,0.00,2015-11-26,Washington
CA-2014-100283,MA-17560,Matt Abelman,Consumer,Office Supplies,Paper,East,LATAM,Same Day,Medium,3,1260.96,-88.47,0.45,2015-09-20,New York
CA-2016-100284,MA-17560,Matt Abelman,Corporate,Office Supplies,Envelopes,South,EU,Standard Class,Critical,6,2911.32,377.03,0.00,2015-07-18,Ohio
CA-2016-100285,LC-16885,Lena Creighton,Home Office,Office Supplies,Art,West,US,Same Day,Critical,14,3524.36,-1137.81,0.20,2015-05-25,California
CA-2015-100286,SN-20710,Stephanie Phelps,Home Office,Technology,Accessories,East,LATAM,First Class,High,14,699.86,-16.75,0.45,2015-10-15,California
CA-2015-100287,PK-19075,Pete Kriz,Home Office,Office Supplies,Labels,South,US,Standard Class,Medium,9,3463.83,-1186.23,0.45,2015-11-04,California
CA-2015-100288,KB-16585,Ken Black,Consumer,Office Supplies,Fasteners,South,US,First Class,Medium,9,2370.42,-403.55,0.00,2014-06-18,Washington
CA-2015-100289,BH-11710,Brosina Hoffman,Consumer,Office Supplies,Envelopes,West,LATAM,Same Day,Medium,8,3305.20,548.37,0.10,2014-04-21,Ohio
CA-2014-100290,CG-12520,Claire Gute,Home Office,Technology,Accessories,East,EU,Standard Class,Critical,9,4211.82,-1415.57,0.45,2015-06-05,North Carolina
CA-2014-100291,RA-19885,Ruben Ausman,Corporate,Office Supplies,Supplies,South,APAC,First Class,Critical,7,1485.68,-81.20,0.45,2016-02-20,Texas
CA-2016-100292,AA-10315,Alex Avila,Home Office,Office Supplies,Supplies,East,EU,Second Class,High,5,2111.60,-191.18,0.45,2015-12-30,Illinois
CA-2015-100293,AA-10315,Alex Avila,Home Office,Technology,Copiers,South,LATAM,First Class,Critical,9,2461.77,151.96,0.20,2016-02-19,California
CA-2014-100294,GH-14410,Gary Hansen,Corporate,Furniture,Bookcases,Central,EU,Standard Class,High,7,538.58,-37.73,0.00,2016-02-08,Washington
CA-2016-100295,SN-20710,Stephanie Phelps,Consumer,Furniture,Furnishings,South,EU,First Class,Low,14,3206.42,-275.04,0.45,2016-01-28,Pennsylvania
CA-2015-100296,EB-13870,Emily Burns,Consumer,Office Supplies,Labels,Central,EU,Second Class,High,9,284.67,-76.29,0.20,2016-06-08,Ohio
CA-2015-100297,IM-15070,Irene Maddox,Corporate,Technology,Accessories,Central,EU,Second Class,High,3,1444.29,-826.74,0.45,2014-02-11,California
CA-2016-100298,KB-16585,Ken Black,Home Office,Office Supplies,Binders,Central,LATAM,First Class,Low,1,81.08,-0.98,0.20,2016-03-03,Illinois
CA-2016-100299,GH-14410,Gary Hansen,Corporate,Furniture,Chairs,West,APAC,Second Class,Medium,9,348.75,-190.56,0.45,2015-07-11,Illinois
CA-2016-100300,KB-16585,Ken Black,Consumer,Office Supplies,Fasteners,West,APAC,Same Day,Medium,4,1901.60,-580.32,0.45,2015-07-29,North Carolina
CA-2014-100301,RA-19885,Ruben Ausman,Corporate,Furniture,Bookcases,Central,APAC,Standard Class,High,11,4877.40,465.09,0.30,2016-08-25,Virginia
CA-2014-100302,GH-14410,Gary Hansen,Consumer,Office Supplies,Storage,West,US,Second Class,Medium,1,151.73,-13.93,0.10,2014-03-26,Pennsylvania
CA-2014-100303,BH-11710,Brosina Hoffman,Corporate,Furniture,Tables,Central,US,Standard Class,Low,11,4502.19,1285.28,0.00,2014-06-07,California
CA-2015-100304,IM-15070,Irene Maddox,Corporate,Office Supplies,Supplies,South,LATAM,First Class,Low,2,579.22,169.21,0.10,2015-02-22,Pennsylvania
CA-2014-100305,BH-11710,Brosina Hoffman,Home Office,Technology,Accessories,West,APAC,Standard Class,High,11,3976.94,1158.78,0.00,2015-08-23,Florida
CA-2014-100306,RA-19885,Ruben Ausman,Corporate,Furniture,Furnishings,East,EU,Second Class,Critical,13,6028.23,-1465.92,0.30,2015-11-08,Virginia
CA-2016-100307,ZD-21925,Zuschuss Donatelli,Home Office,Technology,Copiers,East,US,Standard Class,Low,5,1701.30,378.21,0.20,2014-01-12,North Carolina
CA-2016-100308,RA-19885,Ruben Ausman,Corporate,Office Supplies,Supplies,East,LATAM,Second Class,Medium,9,4263.75,-1123.35,0.20,2016-01-30,Texas
CA-2016-100309,PK-19075,Pete Kriz,Corporate,Technology,Machines,West,APAC,Standard Class,High,4,246.96,-23.72,0.45,2016-05-21,New York
CA-2014-100310,HP-14815,Harold Pawlan,Consumer,Technology,Phones,Central,LATAM,Same Day,High,6,1090.68,-256.28,0.10,2015-09-27,North Carolina
CA-2014-100311,ZD-21925,Zuschuss Donatelli,Corporate,Technology,Copiers,East,EU,Same Day,High,10,2856.00,637.25,0.20,2014-06-22,Illinois
CA-2016-100312,AA-10315,Alex Avila,Consumer,Technology,Machines,East,US,First Class,Medium,8,1872.88,194.03,0.20,2015-05-14,Virginia
CA-2014-100313,HP-14815,Harold Pawlan,Home Office,Office Supplies,Art,South,EU,Standard Class,High,12,507.84,178.88,0.00,2015-10-09,Virginia
CA-2014-100314,SN-20710,Stephanie Phelps,Corporate,Office Supplies,Binders,West,LATAM,First Class,Low,6,1195.74,-207.34,0.45,2014-10-25,Washington
CA-2016-100315,RA-19885,Ruben Ausman,Home Office,Technology,Copiers,East,LATAM,First Class,Low,13,3373.50,-1337.61,0.30,2015-08-03,Washington
CA-2015-100316,MA-17560,Matt Abelman,Corporate,Furniture,Bookcases,South,LATAM,Standard Class,Low,5,939.35,220.35,0.00,2015-06-15,Illinois
CA-2015-100317,BH-11710,Brosina Hoffman,Home Office,Technology,Machines,South,APAC,Standard Class,High,14,5211.50,-1543.50,0.45,2014-06-28,Pennsylvania
CA-2016-100318,PK-19075,Pete Kriz,Consumer,Technology,Phones,East,LATAM,Second Class,Medium,6,2457.18,-205.27,0.20,2015-05-09,New York
CA-2014-100319,GH-14410,Gary Hansen,Home Office,Technology,Machines,East,LATAM,First Class,Low,4,317.48,-20.49,0.10,2016-01-05,Ohio
CA-2014-100320,MA-17560,Matt Abelman,Home Office,Office Supplies,Envelopes,East,EU,Standard Class,Medium,10,848.20,-411.72,0.30,2014-02-14,California
CA-2014-100321,IM-15070,Irene Maddox,Home Office,Office Supplies,Binders,Central,US,Second Class,Critical,9,4313.97,-86.24,0.45,2015-10-15,North Carolina
CA-2014-100322,MA-17560,Matt Abelman,Home Office,Office Supplies,Binders,Central,EU,First Class,Critical,4,1664.12,-927.31,0.45,2015-08-20,North Carolina
CA-2016-100323,LC-16885,Lena Creighton,Home Office,Furniture,Chairs,South,EU,Standard Class,Medium,7,1370.60,-259.36,0.00,2015-06-20,Ohio
CA-2014-100324,RA-19885,Ruben Ausman,Home Office,Technology,Accessories,West,LATAM,Same Day,High,13,3484.78,-485.87,0.00,2015-11-07,California
CA-2016-100325,GH-14410,Gary Hansen,Home Office,Office Supplies,Envelopes,West,LATAM,Second Class,High,13,3167.45,-862.06,0.30,2016-04-03,Ohio
CA-2016-100326,PK-19075,Pete Kriz,Home Office,Furniture,Furnishings,West,US,Standard Class,Critical,10,4390.00,-1459.35,0.30,2014-01-06,Washington
CA-2016-100327,KB-16585,Ken Black,Corporate,Office Supplies,Labels,Central,APAC,Same Day,Medium,2,163.24,-79.19,0.45,2016-05-25,Pennsylvania
CA-2016-100328,SN-20710,Stephanie Phelps,Corporate,Technology,Phones,South,EU,Standard Class,Medium,3,564.78,-189.52,0.45,2014-11-11,Ohio
CA-2016-100329,IM-15070,Irene Maddox,Home Office,Furniture,Chairs,West,EU,Same Day,Low,9,1829.52,220.56,0.20,2015-09-21,New York
CA-2014-100330,AA-10315,Alex Avila,Home Office,Office Supplies,Paper,South,LATAM,First Class,Low,2,73.44,-4.33,0.10,2015-09-16,Texas
CA-2016-100331,CV-12805,Cynthia Voltz,Home Office,Office Supplies,Storage,East,EU,Standard Class,High,1,104.85,-48.66,0.45,2014-02-04,Washington
CA-2015-100332,CV-12805,Cynthia Voltz,Home Office,Furniture,Chairs,East,US,Standard Class,Low,2,996.84,-269.61,0.30,2015-02-09,Virginia
CA-2014-100333,ZD-21925,Zuschuss Donatelli,Corporate,Technology,Machines,South,US,First Class,Medium,6,2890.98,-731.15,0.20,2016-09-13,Pennsylvania
CA-2015-100334,GH-14410,Gary Hansen,Home Office,Furniture,Bookcases,Central,LATAM,Same Day,Critical,9,1355.85,436.47,0.00,2016-09-06,Washington
CA-2015-100335,KB-16585,Ken Black,Home Office,Office Supplies,Storage,East,EU,First Class,Critical,10,4317.00,-1832.25,0.30,2014-03-11,Illinois
CA-2016-100336,GH-14410,Gary Hansen,Home Office,Technology,Accessories,Central,US,Second Class,Critical,12,5003.16,-566.67,0.10,2015-02-13,Illinois
CA-2014-100337,SF-20065,Sandra Flanagan,Home Office,Furniture,Furnishings,East,APAC,Second Class,Medium,3,1421.46,34.61,0.10,2014-07-24,Washington
CA-2016-100338,PK-19075,Pete Kriz,Corporate,Technology,Machines,West,US,Same Day,High,3,1171.71,466.48,0.00,2015-11-24,North Carolina
CA-2016-100339,KB-16585,Ken Black,Consumer,Office Supplies,Fasteners,West,LATAM,Same Day,Low,8,764.16,-357.49,0.45,2014-08-16,Virginia
CA-2014-100340,SF-20065,Sandra Flanagan,Consumer,Office Supplies,Binders,East,LATAM,Standard Class,High,8,3906.96,-1371.16,0.45,2015-12-07,Illinois
CA-2015-100341,RA-19885,Ruben Ausman,Corporate,Office Supplies,Binders,East,LATAM,Same Day,Medium,9,1215.99,-113.85,0.20,2015-09-20,Pennsylvania
CA-2016-100342,SF-20065,Sandra Flanagan,Consumer,Office Supplies,Paper,West,APAC,Second Class,Critical,5,1140.55,-644.14,0.45,2015-08-13,Pennsylvania
CA-2016-100343,HP-14815,Harold Pawlan,Home Office,Furniture,Chairs,Central,LATAM,First Class,High,8,3230.48,-84.03,0.10,2014-05-18,Virginia
CA-2015-100344,LC-16885,Lena Creighton,Home Office,Furniture,Tables,West,LATAM,First Class,High,2,693.64,-41.58,0.00,2014-09-18,Illinois
CA-2016-100345,SF-20065,Sandra Flanagan,Consumer,Technology,Machines,East,APAC,First Class,High,6,88.92,2.51,0.00,2015-11-27,Virginia
CA-2014-100346,MA-17560,Matt Abelman,Consumer,Technology,Phones,Central,LATAM,Same Day,Low,2,387.26,-38.17,0.20,2016-09-06,New York
